user_id;registered_date;location;device;total_transaction_value_vnd;total_order;active_days;main_category;secondary_category
ebc26fda-a8ae-42af-827c-c25f288232a5;12/12/2020;hcm;samsung;805000;5;236;f&b;my_pham
659afe6a-24dc-4b6e-b1de-6e7de3d22596;06/07/2020;hcm;iphone;2432000;5;59;khac;tap_hoa
c327de7f-47d1-4cd3-b0b5-7135587cc5d3;01/12/2020;hcm;xiaomi;2341000;6;250;f&b;tap_hoa
1f943de6-8b56-4226-89e2-89b14b1fbe40;07/08/2020;hcm;xiaomi;1806000;6;206;khac;khac
f3bf1139-6210-4370-a40a-bb7655700ac1;29/12/2020;hcm;xiaomi;676000;6;40;f&b;khac
e83046b0-9142-4e31-963c-2bd107d4f8f5;14/09/2020;hcm;oppo;2584000;6;270;my_pham;thoi_trang
bde7e291-437d-45b2-8a39-adc0c55d98d4;12/09/2020;hcm;xiaomi;1994000;6;190;thoi_trang;khac
28a3dd08-57c4-4fff-ac29-b2026f9c201c;30/08/2020;hcm;realme;631000;6;284;tap_hoa;my_pham
b275e9fa-85ae-403e-b078-26844c163840;21/07/2020;hcm;xiaomi;1287000;6;250;tap_hoa;thoi_trang
99c98856-315b-458c-a93d-13b767b85421;04/10/2020;hcm;iphone;1592000;6;116;thoi_trang;khac
4d497a34-2d4e-4465-8f9c-65c68b6fe040;19/12/2020;hcm;realme;1756000;6;67;my_pham;tap_hoa
775ace34-b864-4f7a-8d4f-bd6110a3d43d;27/06/2020;hcm;iphone;1790000;6;205;my_pham;thuc_pham
cc045c45-dc79-4169-b2ff-9c43e8d35ef6;30/09/2020;hcm;xiaomi;1958000;6;138;thuc_pham;thoi_trang
97c8064b-eaec-4087-9923-403401e0d7a3;12/01/2021;hcm;realme;921000;6;3;my_pham;thuc_pham
4f93c12f-9a27-4bab-a9dd-886b284b5467;01/08/2020;hcm;xiaomi;1795000;6;265;my_pham;f&b
eea549b3-b91c-44d2-b94c-aa5723230297;09/10/2020;hcm;oppo;1190000;6;195;thoi_trang;my_pham
c1540d40-86cb-4e84-8d55-d40d505b7841;14/11/2020;hcm;xiaomi;2322000;7;170;thuc_pham;my_pham
0bcc1e03-f097-4bf9-80f8-55ce8742911e;23/09/2020;hcm;realme;2508000;7;299;thoi_trang;tap_hoa
6f4d45f9-b9d4-4dbf-802f-405476edde07;30/06/2020;hcm;oppo;1243000;7;123;my_pham;thuc_pham
8bc07b92-1e4c-4381-8a11-793f40f19e19;05/11/2020;hcm;realme;891000;7;279;thoi_trang;thoi_trang
6bd2312f-06cb-4687-81b0-fc4788e1abb8;11/10/2020;hcm;xiaomi;1057000;7;15;thoi_trang;f&b
b1cf6bb6-122d-4fbf-8c9b-6075d117d8e1;10/11/2020;hcm;iphone;1096000;7;122;f&b;thoi_trang
5a340165-c4e3-4623-b034-dee663e985be;09/01/2021;hcm;samsung;2321000;7;3;f&b;my_pham
b946213d-b2ba-45f5-8648-4535bcc7590a;28/01/2021;hcm;samsung;1283000;8;112;tap_hoa;my_pham
0b008d4c-42ef-4815-8d15-fe14c568c441;14/01/2021;hcm;xiaomi;3317000;8;178;thuc_pham;thoi_trang
e6fdd32b-2231-4f98-8415-2fe504aeef26;28/10/2020;hcm;samsung;2966000;8;221;thoi_trang;my_pham
a9a086ac-f068-4024-9649-d4d8e1b2551b;05/06/2020;hcm;iphone;2567000;8;206;tap_hoa;thoi_trang
cd7e9171-3e16-45df-8e29-69cc5c94829a;30/01/2021;hcm;iphone;3504000;8;292;thoi_trang;my_pham
41ccf55c-8f92-4456-beb6-f3f4f945d15f;21/01/2021;hcm;iphone;3959000;8;141;my_pham;my_pham
57245be3-68ab-434c-b232-73efa06fcd4b;18/06/2020;hcm;samsung;2181000;8;44;khac;khac
20426552-9cbe-4a8e-8778-c80615f2831e;06/10/2020;hcm;realme;2118000;8;285;khac;tap_hoa
3e64f862-0064-44d5-8b1f-a0867063a3e5;30/09/2020;hcm;oppo;2682000;8;279;my_pham;tap_hoa
fe8889e3-c0e9-4321-912a-6ff8ca9ab500;08/07/2020;hcm;realme;2066000;8;172;khac;f&b
9d475ccf-476c-4d8a-baff-070fbc9752c9;13/09/2020;hcm;samsung;1306000;8;120;tap_hoa;f&b
319b80fc-d5d5-4afb-83cf-1a096833f5a0;24/12/2020;hcm;samsung;1292000;9;165;khac;thoi_trang
ef4a87fb-783b-4e33-8286-791c1b986c72;24/01/2021;hcm;samsung;3658000;9;36;tap_hoa;thuc_pham
80ddc4ce-0cc3-42a1-8089-797bc5ede15c;18/06/2020;hcm;oppo;2157000;9;5;thoi_trang;thuc_pham
851b092e-72b9-4aa9-99ae-6473d0065d7c;19/09/2020;hcm;samsung;2125000;9;237;tap_hoa;f&b
7216e852-8934-43f4-bf14-6a4a3e4cc532;11/11/2020;hcm;realme;3413000;9;239;khac;f&b
d43ab5ea-3c07-4c34-a595-ced6eb02a806;26/08/2020;hcm;samsung;3692000;9;39;thoi_trang;thuc_pham
fedb4ab8-41a0-4120-9d4f-51d3085e2751;01/07/2020;hcm;realme;1595000;9;85;tap_hoa;f&b
588f4f92-c817-4d24-ac33-b63702961730;30/12/2020;hcm;oppo;3951000;9;45;tap_hoa;khac
3cdaedc7-ff87-4b92-988e-d18f30a9f0b8;03/10/2020;hcm;realme;2364000;9;198;f&b;khac
7344dbac-8146-47ef-a7a7-3999f5c84667;25/01/2021;hcm;xiaomi;4474000;10;107;khac;tap_hoa
f9306446-112b-4b04-b6ea-f759603be4e2;03/01/2021;hcm;oppo;4341000;10;33;khac;tap_hoa
a2037a84-87a7-4b8c-a7f3-dce6c3edf6a4;01/01/2021;hcm;oppo;2653000;10;37;khac;tap_hoa
8419fa5e-b343-46a7-be9d-79f2165fb5f2;06/06/2020;hcm;realme;4271000;10;214;f&b;f&b
f02fd1db-d604-47d7-939f-7ab85148a4b7;08/11/2020;hcm;realme;2274000;10;181;my_pham;khac
4c708561-8d1f-4aa3-a405-aa9260f6dae9;12/06/2020;hcm;oppo;2684000;10;189;tap_hoa;my_pham
b1bdcedd-8175-42fd-be0a-c8c725479428;13/11/2020;hcm;samsung;1883000;10;114;my_pham;tap_hoa
b46772b3-ea96-4d5f-920e-77fe2a4651cf;20/08/2020;hcm;realme;1691000;10;147;khac;thoi_trang
cba497e1-bda0-40ca-9138-bb983a172785;31/01/2021;hcm;iphone;1493000;11;64;thoi_trang;thuc_pham
cfb882e6-f31a-43ea-961b-6613ae2012e7;06/11/2020;hcm;oppo;3953000;11;9;tap_hoa;f&b
cbceae52-26ca-4ef7-8bc9-c8239016cbe6;18/01/2021;hcm;oppo;3404000;11;192;f&b;my_pham
6567ec80-0fa8-40c9-b28a-064b9f8ac657;14/06/2020;hcm;samsung;3619000;11;264;thoi_trang;my_pham
ccdd2b48-afe7-486a-b32e-d2068218760a;16/10/2020;hcm;samsung;4028000;11;59;thuc_pham;thuc_pham
c051ee04-bd82-46be-8122-c1ec19b808d0;22/12/2020;hcm;samsung;2369000;11;237;thoi_trang;khac
57653dad-14c6-482f-9384-14404ff980ec;21/01/2021;hcm;realme;4139000;11;189;thuc_pham;tap_hoa
daf93b15-c231-4130-a091-80bf7bac1397;30/07/2020;hcm;samsung;1718000;11;119;f&b;my_pham
d4d60fcb-8186-4cd5-8ab2-44b4eabcfd5e;18/10/2020;hcm;realme;2592000;11;219;thuc_pham;thuc_pham
13e3a662-9a6f-4ec2-9596-b61f84f95f0e;30/07/2020;hcm;xiaomi;1799000;11;176;tap_hoa;f&b
cd7cc6e3-06de-4646-8b94-7ce0757c2a40;24/06/2020;hcm;iphone;4052000;11;136;thuc_pham;my_pham
3b8c2fa3-6b21-4b16-8c3e-6c7ea81362e3;23/10/2020;hcm;samsung;1921000;11;10;my_pham;thoi_trang
74ea00c7-5a1c-41c1-9869-4ec7432c0ca2;25/07/2020;hcm;realme;4632000;12;270;f&b;my_pham
09778829-b5b2-4e47-b25a-96b8833648cd;17/07/2020;hcm;oppo;4040000;12;249;khac;thoi_trang
9f379541-3186-476d-b737-1a64044457b1;05/07/2020;hcm;iphone;3214000;12;275;tap_hoa;thuc_pham
8eb379cb-9a4a-44c0-9c87-daceac603b78;02/12/2020;hcm;iphone;5562000;12;144;khac;thuc_pham
3003b314-ae89-47e7-9338-517510a2ff0a;19/11/2020;hcm;iphone;2100000;12;149;thuc_pham;thuc_pham
84860af7-c439-420a-8b8c-b2e87d455da1;18/06/2020;hcm;xiaomi;1219000;12;198;my_pham;khac
30e79fae-60c7-4988-b472-66294d6e369c;28/01/2021;hcm;oppo;4481000;12;177;thuc_pham;my_pham
702ab011-906a-4fa4-983d-0557307f5cf3;30/10/2020;hcm;realme;2178000;12;225;f&b;my_pham
ac69195c-bc1c-487e-9ed8-b4ec0ed556a9;20/07/2020;hcm;realme;2796000;12;186;thuc_pham;thoi_trang
c6632c67-e776-4551-b5c5-4a4bc2b3bb1e;15/01/2021;hcm;iphone;2838000;12;230;thoi_trang;f&b
4fb98888-9982-46e4-bd9e-7cbdaa817968;06/11/2020;hcm;xiaomi;5085000;12;179;thoi_trang;my_pham
b2f6474b-b22c-4989-af6c-bb4cb82c4cc0;09/08/2020;hcm;oppo;1848000;13;16;thoi_trang;tap_hoa
40d13840-c3c4-49ed-95fc-3d9779c00b28;24/07/2020;hcm;realme;5555000;13;244;tap_hoa;f&b
5b34f94a-b10b-4e1e-9192-0785d4a92a18;29/10/2020;hcm;samsung;5737000;13;194;thoi_trang;tap_hoa
d5c69619-e0b8-4b84-8985-01031457d1d6;15/11/2020;hcm;xiaomi;1372000;13;231;khac;f&b
d16bda95-5679-4cfd-8ec1-060d8915d1e3;30/09/2020;hcm;realme;2957000;13;85;thoi_trang;thoi_trang
95848db9-9c4f-4abe-bcd5-658615ccc341;21/07/2020;hcm;oppo;5369000;13;113;khac;thuc_pham
ac143c08-79cd-4fc4-bf35-a2b828679b5a;05/08/2020;hcm;iphone;3934000;13;259;f&b;my_pham
e794667e-6313-44e2-936f-a31430e777cb;13/01/2021;hcm;samsung;3173000;13;62;tap_hoa;f&b
df6b45ad-9465-4092-98cf-5bf991b6054a;17/08/2020;hcm;xiaomi;1545000;13;177;thuc_pham;thoi_trang
fbab4b61-9cf5-43ca-a932-1bbe67692760;30/07/2020;hcm;iphone;1902000;13;289;khac;f&b
8d309e7a-40df-47f7-bbbf-7e743bd0d71a;22/09/2020;hcm;xiaomi;4686000;13;144;my_pham;thoi_trang
ceecd832-d419-4175-89cc-c112ea4c1e3c;14/08/2020;hcm;xiaomi;1585000;14;225;tap_hoa;khac
cfafff25-40af-4383-bbb0-ac5c530165c3;29/12/2020;hcm;oppo;3024000;14;177;thoi_trang;my_pham
586d1149-8a0f-4154-b3be-1c1ba45671e3;03/10/2020;hcm;realme;2285000;14;119;thoi_trang;khac
161aba78-b826-484e-b11d-a9c9257a38e8;04/06/2020;hcm;oppo;4450000;14;200;my_pham;thuc_pham
013ba252-67e4-467e-bb80-1ae84f1207e7;12/09/2020;hcm;realme;5366000;14;199;thuc_pham;tap_hoa
b63cca36-3167-4f9f-bfbe-4eff13fbcfb7;17/06/2020;hcm;iphone;2225000;14;18;f&b;tap_hoa
36b53b2f-e213-425c-b61f-bfb4552aa731;05/07/2020;hcm;realme;6271000;14;227;thoi_trang;f&b
760b6e75-2615-411b-a9a7-071335b16111;02/10/2020;hcm;samsung;6356000;14;96;thuc_pham;my_pham
a038f62f-31cf-4d01-b4ba-87929cfd4cce;19/08/2020;hcm;iphone;4364000;15;245;tap_hoa;khac
1124be12-f621-4e71-a1a1-3790412cf410;22/12/2020;hcm;realme;4442000;15;205;tap_hoa;khac
b165f849-992a-4f42-b7f6-7345fb237ec8;29/12/2020;hcm;xiaomi;6408000;15;239;f&b;tap_hoa
857754dc-9262-40ec-90f5-ad327eca1482;28/06/2020;hcm;xiaomi;2579000;15;136;khac;thoi_trang
5bc44591-c901-4e2c-b673-7c06843d6658;09/07/2020;hcm;iphone;6113000;15;175;tap_hoa;thuc_pham
d7854099-1402-4332-962f-716c761d72ce;27/10/2020;hcm;samsung;3409000;15;130;my_pham;khac
2faa0952-4fda-445a-a1b2-4b7acf651798;26/08/2020;hcm;iphone;6436000;15;283;tap_hoa;thoi_trang
bcb60ff7-5edb-4c40-820a-63e97c84db7f;07/12/2020;hcm;oppo;4448000;15;141;khac;khac
3c77011b-efc0-4682-98bc-00f6db639eba;02/06/2020;hcm;xiaomi;1992000;15;287;my_pham;f&b
869adde8-c1bf-4745-962c-7abcb4ad2b14;26/06/2020;hcm;samsung;3160000;15;241;tap_hoa;f&b
61487c12-a013-445d-b326-6b6060489433;16/11/2020;hcm;xiaomi;2174000;15;103;my_pham;tap_hoa
91c795ac-c77a-4476-82e6-1d5983aa9b2d;14/11/2020;hcm;xiaomi;2269000;16;204;thuc_pham;my_pham
790ea758-fee9-4db6-8dea-b3fe3f32adf2;01/11/2020;hcm;realme;5195000;16;68;f&b;f&b
bbe3f1dd-e3db-4961-9300-4c82d8bd7e62;30/11/2020;hcm;iphone;4040000;16;99;thuc_pham;thuc_pham
8646447c-1a52-4bde-91e4-f9148374999f;03/10/2020;hcm;samsung;3785000;16;111;my_pham;tap_hoa
7969c927-7813-4683-b04a-6b8aa27664d7;16/08/2020;hcm;samsung;7156000;16;287;thoi_trang;f&b
7416d384-2544-48dd-84b6-c7e097b1be39;22/06/2020;hcm;iphone;7446000;16;290;thoi_trang;tap_hoa
342565f5-94c8-4600-9463-115e630c12c7;03/08/2020;hcm;iphone;2447000;16;125;thoi_trang;thuc_pham
27b7ff8c-7b0c-409d-b957-bcf0d1b57e12;18/12/2020;hcm;xiaomi;4295000;17;137;thuc_pham;my_pham
ad037000-5110-4b21-aedd-ca8095c4d15d;22/08/2020;hcm;iphone;4712000;17;241;tap_hoa;my_pham
4d8262e2-4401-4cc6-8f09-835515d1381d;08/11/2020;hcm;xiaomi;3270000;17;251;khac;my_pham
455adbd1-2de3-43f1-b8aa-65d72d3b4ceb;02/09/2020;hcm;oppo;3287000;17;159;khac;my_pham
6c93e4b5-4bec-4694-b01e-4226205dd922;25/08/2020;hcm;samsung;2055000;17;26;f&b;thoi_trang
7fe3de94-bb2e-4fe9-a1bb-ac6f3f25b7a7;01/01/2021;hcm;iphone;1795000;17;276;f&b;tap_hoa
6a821ad5-f2bf-4b0d-a2cc-1bab90910736;11/12/2020;hcm;realme;6451000;17;283;f&b;my_pham
52c0ac8c-294b-40ef-a8eb-c71811b7e44b;18/06/2020;hcm;samsung;2831000;17;255;thoi_trang;khac
da7729c3-93f7-4ec1-bc81-5934860e4e0e;11/11/2020;hcm;realme;4352000;17;237;thoi_trang;my_pham
1706a804-3c9e-4b64-a6f4-c2ff601697af;19/11/2020;hcm;iphone;3883000;17;276;thuc_pham;my_pham
7f0d68be-39a0-46c1-8443-01dcaca2db58;03/11/2020;hcm;xiaomi;2170000;17;22;thuc_pham;khac
cf209155-fcaa-4ee8-87a0-23c52525c3f0;21/08/2020;hcm;realme;4945000;17;226;thoi_trang;tap_hoa
a604e679-5dd8-492a-b311-685aa8d5531a;14/11/2020;hcm;xiaomi;5573000;17;36;thuc_pham;my_pham
d9281e73-fd6d-4e3d-b67a-bcedc549e619;15/08/2020;hcm;xiaomi;6640000;17;204;khac;tap_hoa
d7c9e6bd-4e8f-479a-bd50-1ad173056a4a;13/06/2020;hcm;samsung;8633000;18;133;tap_hoa;thuc_pham
791b2966-903a-49df-94df-b823a9ca1411;01/09/2020;hcm;iphone;5367000;18;31;khac;f&b
9890de9a-bc97-4c53-abf1-71cdcbbb2bda;31/08/2020;hcm;samsung;6096000;18;249;my_pham;thuc_pham
b7ea36e0-8336-4722-85f0-c5ec622f795f;14/06/2020;hcm;oppo;2838000;18;276;f&b;f&b
e51d3efb-218b-415c-8e65-1b189e3f8610;27/10/2020;hcm;oppo;8471000;18;242;f&b;f&b
632b0c4e-25e5-4cf3-a64c-6fb1aaaaed6c;07/11/2020;hcm;xiaomi;3232000;18;196;tap_hoa;thoi_trang
21aec2da-20e2-4594-a179-c8c4efd4dcec;09/06/2020;hcm;xiaomi;4647000;18;134;thuc_pham;my_pham
bcf63e17-db33-4fa2-8a23-0706c0f9a3fb;23/12/2020;hcm;samsung;1856000;18;98;khac;khac
81bc0de9-2540-4810-b8ed-314bc563b8b7;15/10/2020;hcm;samsung;4567000;18;192;khac;thuc_pham
c422e7b4-c38d-4cba-8934-c0c4203f2624;30/11/2020;hcm;xiaomi;6144000;18;131;khac;f&b
230d89ce-d3d0-4c08-8061-befdba235bb6;13/11/2020;hcm;realme;2735000;19;14;my_pham;thoi_trang
985e038f-1918-401e-9322-362ac10bf67d;22/08/2020;hcm;samsung;5884000;19;39;tap_hoa;my_pham
aab4396d-b59f-403a-b9b0-9e932f6cc6c4;08/06/2020;hcm;iphone;5751000;19;130;thoi_trang;my_pham
e3b09f41-874c-43fe-b3ab-76d1f8224e29;11/11/2020;hcm;realme;8616000;19;250;my_pham;thoi_trang
b43906f1-c10c-4f38-abf0-8a8550506ea6;24/01/2021;hcm;oppo;6051000;19;18;f&b;my_pham
edfa8880-a9ec-4358-b471-368bbacbbeb6;03/10/2020;hcm;samsung;5855000;19;292;my_pham;thoi_trang
83925d05-abc1-4e94-a5aa-cef67326d2e3;04/07/2020;hcm;iphone;3879000;19;263;thoi_trang;my_pham
d03a8853-c0ea-40f6-b0c0-092a43443a03;03/10/2020;hcm;xiaomi;4489000;19;248;f&b;my_pham
260e4a27-c470-4796-9c1e-59ec9254e619;06/12/2020;hcm;oppo;8341000;19;197;thuc_pham;thoi_trang
87044ed9-e2ef-4fa1-ae6f-395da96a5f3d;25/06/2020;hcm;samsung;8403000;19;185;khac;thuc_pham
ec060c79-28c3-41f9-8f95-bcf5117900d0;06/12/2020;hcm;xiaomi;2415000;19;91;khac;thuc_pham
13f50408-18f1-4a53-bf9f-88fef189ddf1;25/06/2020;hcm;realme;6209000;19;127;khac;thuc_pham
01c6c478-7fa6-4ac8-9a89-4320f41d493a;14/12/2020;hcm;samsung;7211000;20;77;khac;f&b
e5cd9c81-5bc6-4070-aa4c-602bda8afe26;14/09/2020;hcm;oppo;7087000;20;71;my_pham;tap_hoa
3948ec8d-4bcb-4307-985a-790b69239d33;18/11/2020;hcm;iphone;6328000;20;205;tap_hoa;my_pham
358c55f1-f1d5-4984-820f-0f9f98ba4544;02/08/2020;hcm;iphone;4442000;20;47;khac;thuc_pham
9c5d28b7-6279-49d8-a5c2-0f66879b046f;11/11/2020;hcm;realme;9530000;20;90;f&b;thoi_trang
eed73028-6d40-4523-91bd-fddbc4fe2f94;28/07/2020;hcm;xiaomi;4522000;20;262;thuc_pham;tap_hoa
92583c76-a243-40b1-ae68-fec1274dc64d;06/12/2020;hcm;realme;9978000;20;273;tap_hoa;thoi_trang
805d5ca9-e07a-4f80-a105-f93eeea2f25a;31/08/2020;hcm;iphone;6858000;20;176;my_pham;thuc_pham
86e10505-ae8d-4a87-9512-1adcdd3550a1;13/08/2020;hcm;oppo;5477000;20;208;thuc_pham;my_pham
ea8fc70e-4f7c-428b-9dc4-904a67624c89;04/09/2020;hcm;samsung;8678000;20;170;my_pham;thuc_pham
a1f69615-88e5-4885-b204-a12a377855f9;09/08/2020;hcm;realme;2812000;21;134;khac;thuc_pham
cbd4fcfd-ccf7-428a-83b3-fe115553db0f;27/10/2020;hcm;iphone;9250000;21;46;f&b;my_pham
959a142a-6dcd-4adf-b193-844f8b5cfee9;03/10/2020;hcm;realme;7419000;21;180;tap_hoa;f&b
a01c3299-6653-4bc4-97c0-eed97648deb6;08/08/2020;hcm;xiaomi;5008000;21;251;thuc_pham;thuc_pham
4477bc7a-77f0-4147-b2fc-b1d970f6cb13;27/01/2021;hcm;oppo;2197000;21;102;my_pham;thuc_pham
23202887-91ca-458c-8e3d-aaa51f8d192e;17/06/2020;hcm;iphone;3543000;21;123;my_pham;thoi_trang
c22dfdad-6fd7-44e9-b067-cfe1cd2bc850;15/08/2020;hcm;xiaomi;8904000;22;9;khac;thuc_pham
6f543542-9ba9-4da9-8554-eee4a86c23e7;10/11/2020;hcm;xiaomi;6092000;22;77;f&b;thuc_pham
4ecf6595-ef3f-46c5-8677-fff51c4715a0;27/09/2020;hcm;iphone;5472000;22;8;my_pham;f&b
